time,miners_revenue
1685836800000,27572438.764854312
1685923200000,27166801.581012666
1686009600000,26277565.723213192
1686096000000,25997360.89974053
1686182400000,25892862.629950207
1686268800000,26305324.035686094
1686355200000,26334763.66144899
1686441600000,26700837.2500759
1686528000000,26852072.55541805
1686614400000,27160050.168197773
1686700800000,26849603.351525925
1686787200000,26251432.607062194
1686873600000,25764776.245792985
1686960000000,25119181.567361493
1687046400000,24889028.21311531
1687132800000,24692875.596372284
1687219200000,24385352.783916812
1687305600000,24333781.25047559
1687392000000,24688246.776459027
1687478400000,25095546.074542966
1687564800000,25026636.11734366
1687651200000,25659539.090424206
1687737600000,26278299.024385605
1687824000000,26946593.029491607
1687910400000,27403475.875137683
1687996800000,27112395.368369035
1688083200000,27364793.621666472
1688169600000,28212693.67255787
1688256000000,27805215.476509783
1688342400000,28316563.47622037
1688428800000,28167021.359578717
1688515200000,28302064.5879891
1688601600000,29578015.41272709
1688688000000,29323460.747457605
1688774400000,29715522.71583315
1688860800000,30852537.99008743
1688947200000,30768741.672999114
1689033600000,31006021.627565537
1689120000000,30723716.37936952
1689206400000,30469885.735666398
1689292800000,29972213.97277058
1689379200000,29044504.84941717
1689465600000,28037707.74455478
1689552000000,27559708.9140454
1689638400000,27066231.479931924
1689724800000,27731305.983025823
1689811200000,27702043.82277312
1689897600000,27854320.794272758
1689984000000,27009748.36948795
1690070400000,26919153.556692697
1690156800000,26700233.450098526
1690243200000,27016033.192649283
1690329600000,26214995.467414796
1690416000000,26014821.53008139
1690502400000,26249065.303802587
1690588800000,26910033.160189543
1690675200000,26663476.119330764
1690761600000,27146675.471313942
1690848000000,27018515.129630852
1690934400000,27077141.028619222
1691020800000,27425304.905345295
1691107200000,27696779.124620486
1691193600000,27249669.38291258
1691280000000,27804687.11205408
1691366400000,27604101.08763652
1691452800000,27561163.428844888
1691539200000,27240051.346454125
1691625600000,27462152.39328263
1691712000000,26879989.58749112
1691798400000,27644410.98310111
1691884800000,28030599.784499943
1691971200000,27358760.146312404
1692057600000,28091360.43275859
1692144000000,29239936.139327593
1692230400000,29192551.900049068
1692316800000,29800021.013201702
1692403200000,29082596.51123325
1692489600000,27929323.219458245
1692576000000,28158540.867274415
1692662400000,27444606.859989434
1692748800000,26320465.574657805
1692835200000,25339314.989563167
1692921600000,24611969.887776904
1693008000000,24474097.859727763
1693094400000,24453178.828994256
1693180800000,23321980.516756505
1693267200000,22225701.087890618
1693353600000,22631986.069268942
1693440000000,22399914.448123656
1693526400000,22632570.314048447
1693612800000,23011553.12616601
1693699200000,23307070.487356044
1693785600000,24283569.50948202
1693872000000,25051178.401055504
1693958400000,24244786.327750836
1694044800000,24303331.433294017
1694131200000,24223767.245114915
1694217600000,23863454.966759894
1694304000000,23881540.201195624
1694390400000,23715999.93800943
1694476800000,23879027.598594718
1694563200000,24213824.03953768
1694649600000,24539876.486694556
1694736000000,24996419.757744055
1694822400000,26344834.022260983
1694908800000,26515397.297244817
