time,n_transactions_total
1687564800000,854184640.0
1687651200000,854599958.1428572
1687737600000,854998911.8571428
1687824000000,855390075.2857143
1687910400000,855779367.7142857
1687996800000,856166784.0
1688083200000,856549600.0
1688169600000,856939026.1428572
1688256000000,857338687.1428572
1688342400000,857733322.2857143
1688428800000,858117023.4285715
1688515200000,858490263.2857143
1688601600000,858855568.4285715
1688688000000,859243834.7142857
1688774400000,859625606.8571428
1688860800000,860023212.0
1688947200000,860456201.5714285
1689033600000,860930142.1428572
1689120000000,861429491.1428572
1689206400000,861936536.4285715
1689292800000,862441717.1428572
1689379200000,862944225.8571428
1689465600000,863427536.8571428
1689552000000,863898172.2857143
1689638400000,864368991.0
1689724800000,864828427.4285715
1689811200000,865309239.0
1689897600000,865790326.1428572
1689984000000,866275319.2857143
1690070400000,866746075.7142857
1690156800000,867188931.2857143
1690243200000,867626543.2857143
1690329600000,868079034.8571428
1690416000000,868514150.8571428
1690502400000,868945196.1428572
1690588800000,869377922.5714285
1690675200000,869828859.0
1690761600000,870298909.5714285
1690848000000,870781441.0
1690934400000,871251722.4285715
1691020800000,871714764.8571428
1691107200000,872169075.2857143
1691193600000,872632332.5714285
1691280000000,873076942.8571428
1691366400000,873532685.0
1691452800000,873982880.5714285
1691539200000,874430311.0
1691625600000,874866494.1428572
1691712000000,875319129.1428572
1691798400000,875754851.8571428
1691884800000,876217386.2857143
1691971200000,876680300.8571428
1692057600000,877127767.1428572
1692144000000,877595187.4285715
1692230400000,878098569.4285715
1692316800000,878610788.5714285
1692403200000,879143328.7142857
1692489600000,879663975.0
1692576000000,880186980.5714285
1692662400000,880726131.0
1692748800000,881262992.7142857
1692835200000,881776459.2857143
1692921600000,882268319.8571428
1693008000000,882746145.7142857
1693094400000,883224221.1428572
1693180800000,883699055.1428572
1693267200000,884145548.7142857
1693353600000,884560634.8571428
1693440000000,884987338.4285715
1693526400000,885412470.2857143
1693612800000,885842960.0
1693699200000,886272378.4285715
1693785600000,886707943.7142857
1693872000000,887173862.8571428
1693958400000,887674344.5714285
1694044800000,888169360.8571428
1694131200000,888675604.4285715
1694217600000,889196250.2857143
1694304000000,889716182.4285715
1694390400000,890244264.0
1694476800000,890762621.5714285
1694563200000,891264919.0
1694649600000,891767045.0
1694736000000,892272993.7142857
1694822400000,892784310.0
1694908800000,893337264.0
