time,output_volume
1683158400000,777206.9762149862
1683244800000,772909.3632748786
1683331200000,766943.4273237981
1683417600000,807407.5264058464
1683504000000,856431.9486884597
1683590400000,854099.5052662411
1683676800000,864500.2916127553
1683763200000,849666.8265652031
1683849600000,851911.6640108891
1683936000000,871884.809260084
1684022400000,822595.1115031696
1684108800000,751408.5058775285
1684195200000,739698.9903106943
1684281600000,759430.3977167467
1684368000000,757899.1924481165
1684454400000,755077.5605502577
1684540800000,722225.9253815709
1684627200000,716629.55480746
1684713600000,718132.6742126463
1684800000000,735084.6271830484
1684886400000,744241.6669274251
1684972800000,766371.9860204766
1685059200000,768401.5566443125
1685145600000,766874.8023579567
1685232000000,774495.6949046368
1685318400000,788538.8788140478
1685404800000,794730.8084601329
1685491200000,803918.2551393163
1685577600000,860937.8742636192
1685664000000,896811.4372464038
1685750400000,973261.8056469547
1685836800000,1012967.9969552088
1685923200000,1060387.5968276674
1686009600000,1154073.6553330452
1686096000000,1202806.8622679834
1686182400000,1149932.0236108103
1686268800000,1144093.2352888798
1686355200000,1124509.5177683295
1686441600000,1154760.7235889472
1686528000000,1163750.19600677
1686614400000,1111081.3313067628
1686700800000,1060837.2233552004
1686787200000,1052169.4083445952
1686873600000,1033920.4866582594
1686960000000,1015889.1939200863
1687046400000,965252.0000550546
1687132800000,926676.8571158199
1687219200000,896698.469985708
1687305600000,905133.2147609267
1687392000000,942132.2993158216
1687478400000,976952.5662984507
1687564800000,986465.4397384701
1687651200000,993945.2158508562
1687737600000,996902.5715023115
1687824000000,1008947.8262734546
1687910400000,998808.4525665349
1687996800000,957778.0883213596
1688083200000,952913.7365213579
1688169600000,965534.3656201626
1688256000000,969976.5079148599
1688342400000,943374.3978778466
1688428800000,927213.7568254893
1688515200000,911101.4646576858
1688601600000,898513.5039990544
1688688000000,868166.8356009108
1688774400000,836280.653780781
1688860800000,828778.3380282853
1688947200000,847606.097994123
1689033600000,845424.5878406834
1689120000000,836676.3988514325
1689206400000,845358.0416926314
1689292800000,845559.8019543679
1689379200000,848682.489500358
1689465600000,844779.3010326046
1689552000000,839772.2909636906
1689638400000,832881.1839831937
1689724800000,874840.4521467127
1689811200000,873447.3518182448
1689897600000,863988.0519519121
1689984000000,835124.4853315485
1690070400000,813115.2109813975
1690156800000,791517.309453015
1690243200000,775418.3191348951
1690329600000,715735.4581960813
1690416000000,688058.0939290803
1690502400000,670274.8705528261
1690588800000,676318.9756462908
1690675200000,677738.9545251582
1690761600000,690641.0578401731
1690848000000,697090.2305225267
1690934400000,706473.8235955128
1691020800000,704782.7495335684
1691107200000,697784.4634230668
1691193600000,679763.5202099617
1691280000000,686141.056646074
1691366400000,668986.1354047285
1691452800000,682762.6787898157
1691539200000,702939.6139373633
1691625600000,729222.8439988449
1691712000000,764999.5462817245
1691798400000,787592.671540804
1691884800000,809646.7299495736
1691971200000,826499.5684850223
1692057600000,821357.854023949
1692144000000,807621.0237526227
1692230400000,813133.0666604515
1692316800000,852834.0450774767
1692403200000,879807.3702861036
1692489600000,869561.7224725544
1692576000000,866718.1383410625
1692662400000,889522.987273225
1692748800000,925216.326324189
1692835200000,946987.2081160694
1692921600000,895735.5046708627
1693008000000,863551.7933474354
1693094400000,851354.3359905628
1693180800000,877578.0507409783
1693267200000,861657.9439312665
1693353600000,853632.5458513448
1693440000000,844003.0140636861
1693526400000,838222.9947723746
1693612800000,859082.5151674543
1693699200000,863130.9380122684
1693785600000,820005.7560980021
1693872000000,782943.4284033187
1693958400000,742140.0608238783
1694044800000,699351.0761808219
1694131200000,681736.9943212674
1694217600000,641212.8562709825
1694304000000,633352.6261239724
1694390400000,655081.8731854623
1694476800000,667734.7372678068
1694563200000,683228.0461584242
1694649600000,680001.2110142937
1694736000000,689992.1467834839
1694822400000,721149.5258490077
1694908800000,734657.1654605808
