time,hash_rate
1686700800000,392582250.04773825
1686787200000,388090876.77272695
1686873600000,387080883.78511703
1686960000000,382472130.8424851
1687046400000,378488018.4713759
1687132800000,375318769.51075274
1687219200000,370986670.07157654
1687305600000,368062370.8079153
1687392000000,368419038.6309715
1687478400000,364329624.47866
1687564800000,353920206.6364125
1687651200000,356150796.174037
1687737600000,356894326.0199118
1687824000000,358381385.71166146
1687910400000,359868445.40341103
1687996800000,354962886.0768052
1688083200000,356541797.3917007
1688169600000,366897836.200255
1688256000000,360455252.42210305
1688342400000,365077484.17502064
1688428800000,360073549.869672
1688515200000,359098516.94295204
1688601600000,374768187.6652593
1688688000000,372250551.0878535
1688774400000,378364811.34726757
1688860800000,394549617.91630465
1688947200000,393830293.179903
1689033600000,399944553.4393169
1689120000000,397426916.8619112
1689206400000,396392073.4451751
1689292800000,392340814.7669528
1689379200000,382232982.4087545
1689465600000,371046162.9459539
1689552000000,369604727.9513671
1689638400000,366284108.48369133
1689724800000,379751132.95386463
1689811200000,381699875.58489335
1689897600000,384762662.95167285
1689984000000,374808604.00963944
1690070400000,373277210.3262497
1690156800000,370214422.9594703
1690243200000,375574300.8513344
1690329600000,366385938.75099593
1690416000000,364180106.97622174
1690502400000,366457383.57451195
1690588800000,375603450.4783431
1690675200000,373353989.83560246
1690761600000,379505380.0175222
1690848000000,374474814.71514183
1690934400000,373295214.8909487
1691020800000,376067079.42292076
1691107200000,380897980.6408042
1691193600000,373837432.7069746
1691280000000,382012803.9987773
1691366400000,380526372.85481316
1691452800000,382384411.7847683
1691539200000,377181902.78089386
1691625600000,380190034.40937424
1691712000000,371328146.3588823
1691798400000,382543793.4882761
1691884800000,387449251.41340274
1691971200000,376732896.0117458
1692057600000,386099433.15815973
1692144000000,403269733.8103853
1692230400000,403678843.1736723
1692316800000,414468415.9405263
1692403200000,410003765.14044875
1692489600000,399958300.8402744
1692576000000,410003765.14044875
1692662400000,407771439.74041003
1692748800000,398569721.15761614
1692835200000,394014008.5405422
1692921600000,390877693.99169225
1693008000000,392486325.9894129
1693094400000,394512891.46389675
1693180800000,380059392.84882385
1693267200000,365279719.2438345
1693353600000,373269193.02366006
1693440000000,366949291.3428362
1693526400000,368924260.6180936
1693612800000,375244162.2989175
1693699200000,381169070.12468994
1693785600000,397758812.03685254
1693872000000,410003621.54344887
1693958400000,396573830.47169816
1694044800000,398864518.6342212
1694131200000,398129039.78391683
1694217600000,389629513.0468654
1694304000000,387656810.6259131
1694390400000,381775963.25884056
1694476800000,384064606.03466517
1694563200000,389306277.0156265
1694649600000,393774544.8476787
1694736000000,399927272.1109237
1694822400000,421077272.0783283
1694908800000,422615453.8941396
