time,hash_rate
1675555200000,269106100.6907087
1675641600000,267153648.28598598
1675728000000,269948142.51491886
1675814400000,277493276.9330377
1675900800000,277772726.355931
1675987200000,282523366.54511696
1676073600000,286435658.465623
1676160000000,290068500.9632358
1676246400000,292441247.5085992
1676332800000,294461323.19596404
1676419200000,297601959.6479249
1676505600000,304363004.76889575
1676592000000,308866349.9225376
1676678400000,313668486.01023257
1676764800000,318745926.91128665
1676851200000,318943865.68000615
1676937600000,316441254.7025693
1677024000000,320056137.2255336
1677110400000,313660575.83875054
1677196800000,311436032.74769557
1677283200000,303093996.15623945
1677369600000,288927289.7839041
1677456000000,295245529.07337433
1677542400000,297173913.8446837
1677628800000,292623704.515439
1677715200000,305670928.22058815
1677801600000,302148665.54928815
1677888000000,315974737.77106893
1677974400000,329899348.7923611
1678060800000,325924657.8430554
1678147200000,323478694.1819444
1678233600000,332039566.9958333
1678320000000,320726985.06319433
1678406400000,317975275.9444443
1678492800000,308262134.5874286
1678579200000,312820210.1580214
1678665600000,315223924.8676562
1678752000000,323422660.6149441
1678838400000,318129703.9180351
1678924800000,322929882.9875809
1679011200000,323097916.55571467
1679097600000,326910145.9649151
1679184000000,325982302.5988841
1679270400000,321961648.01274985
1679356800000,321033804.6467189
1679443200000,320724523.52470857
1679529600000,324435896.9888325
1679616000000,339871180.88938516
1679702400000,348297268.16716975
1679788800000,346428971.90105784
1679875200000,348557954.4775763
1679961600000,350161877.7840896
1680048000000,349892135.0714969
1680134400000,349616995.90244436
1680220800000,344299855.80721104
1680307200000,337314061.6314125
1680393600000,335650777.3038415
1680480000000,337314061.63141257
1680566400000,331658894.9176709
1680652800000,340973287.152069
1680739200000,338312032.2279553
1680825600000,340368391.95371956
1680912000000,341754194.2257136
1680998400000,345173020.2755281
1681084800000,345257861.15325344
1681171200000,343508837.81362575
1681257600000,341989726.4993563
1681344000000,350162163.38668144
1681430400000,344834409.8157123
1681516800000,344154263.0507898
1681603200000,347895070.2578636
1681689600000,340413455.84371597
1681776000000,351295804.0824761
1681862400000,355376684.6720112
1681948800000,348235143.6403248
1682035200000,345560990.1071125
1682121600000,348110500.9860273
1682208000000,345922409.1716323
1682294400000,354604953.2654235
1682380800000,350669645.21642655
1682467200000,337458657.1963845
1682553600000,335159298.2415374
1682640000000,334513872.67251873
1682726400000,335205731.7680151
1682812800000,331054577.1950366
1682899200000,331400506.74278486
1682985600000,345583618.20046145
1683072000000,346967336.3914543
1683158400000,350772561.4166846
1683244800000,356071502.3734608
1683331200000,345788115.77999556
1683417600000,349191316.32590866
1683504000000,345380194.62595934
1683590400000,329125648.8584445
1683676800000,335978105.23046964
1683763200000,345156691.7487172
1683849600000,346364277.6162179
1683936000000,353864291.50160843
1684022400000,352500652.61335564
1684108800000,364432492.88556784
1684195200000,367841590.10619986
1684281600000,368523409.5503263
1684368000000,365114312.3296943
1684454400000,362889528.4616937
1684540800000,367602595.6166952
1684627200000,364266387.7410949
1684713600000,358081309.65445
1684800000000,358637664.95843583
1684886400000,360667317.7944366
1684972800000,355736219.95228237
1685059200000,359616849.3410918
1685145600000,360672476.1004101
1685232000000,365598734.3105621
1685318400000,368765614.58851683
1685404800000,375099375.14442647
1685491200000,375099375.14442647
1685577600000,375446313.3057874
1685664000000,370339843.966874
1685750400000,376172470.5371278
1685836800000,372449576.774223
1685923200000,369997650.6983779
1686009600000,363203583.73651445
1686096000000,363954428.09324753
1686182400000,363111293.37130934
1686268800000,371115750.74021596
1686355200000,372934945.59678566
1686441600000,381667080.9083201
1686528000000,387124665.4780292
1686614400000,394037605.932994
